110,80430534,GRANHULT,Bookcases & shelving units,https://www.ikea.com/sa/en/p/granhult-jointing-bracket-nickel-plated-80430534/,SR60
111,50496022,IDANÄS,Dining furniture,https://www.ikea.com/sa/en/p/idanaes-sideboard-dark-brown-stained-50496022/,"SR1,995"
112,80512657,TOLKNING,Chairs,https://www.ikea.com/sa/en/p/tolkning-bench-with-storage-handmade-rattan-80512657/,SR645
113,246078,JANINGE,Dining furniture,https://www.ikea.com/sa/en/p/janinge-chair-white-00246078/,SR299
114,10452548,PLATSA,Cabinets & cupboards,https://www.ikea.com/sa/en/p/platsa-open-shelving-unit-white-10452548/,SR225
115,60457746,KLUBBFORS,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/klubbfors-armchair-gunnared-beige-60457746/,"SR1,695"
116,60441779,ÖRFJÄLL,Children's furniture,https://www.ikea.com/sa/en/p/oerfjaell-childrens-desk-chair-white-vissle-blue-green-60441779/,SR259
117,40521687,OSKARSHAMN,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/oskarshamn-footstool-with-storage-tonerud-red-40521687/,SR695
118,20458936,IDANÄS,Beds,https://www.ikea.com/sa/en/p/idanaes-upholstered-bed-frame-gunnared-pale-pink-20458936/,"SR1,395"
119,514896,HAVBERG,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/havberg-footstool-lejde-grey-black-00514896/,SR695
120,20411425,STACKHOLMEN,Dining furniture,https://www.ikea.com/sa/en/p/stackholmen-stool-outdoor-light-brown-stained-20411425/,SR155
121,10496180,VIMLE,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/vimle-cover-for-2-seat-sofa-bed-section-hallarp-beige-10496180/,SR645
122,10323349,BILLY,Bookcases & shelving units,https://www.ikea.com/sa/en/p/billy-bookcase-brown-ash-veneer-10323349/,SR389
123,80503549,SKRUVBY,TV & media furniture,https://www.ikea.com/sa/en/p/skruvby-tv-bench-white-80503549/,SR525
124,80502998,BAGGEBO,Cabinets & cupboards,https://www.ikea.com/sa/en/p/baggebo-cabinet-with-glass-doors-metal-white-80502998/,SR245
125,90263836,BILLY,Bookcases & shelving units,https://www.ikea.com/sa/en/p/billy-bookcase-black-brown-90263836/,SR389
126,30240348,BEKVÄM,Trolleys,https://www.ikea.com/sa/en/p/bekvaem-kitchen-trolley-birch-30240348/,SR445
127,50299502,TUNSTA,Tables & desks,https://www.ikea.com/sa/en/p/tunsta-side-table-anthracite-50299502/,SR349
128,50391044,HAVSTA,Cabinets & cupboards,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-dark-brown-50391044/,"SR1,695"
129,20501181,GRÖNLID,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/groenlid-cover-for-2-seat-sofa-bed-section-ljungen-light-red-20501181/,SR550
130,90548284,HYLTARP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/hyltarp-cover-f-3-seat-sofa-w-chs-lng-left-gransel-grey-brown-90548284/,SR995
131,50209865,HÖGSTEN,Outdoor furniture,https://www.ikea.com/sa/en/p/hoegsten-armchair-outdoor-white-50209865/,SR555
132,40452575,PLATSA,Cabinets & cupboards,https://www.ikea.com/sa/en/p/platsa-open-shelving-unit-white-40452575/,SR225
133,514033,KUGGIS,Cabinets & cupboards,https://www.ikea.com/sa/en/p/kuggis-box-with-lid-transparent-black-00514033/,SR32
134,29478082,PAX / FORSAND,Wardrobes,https://www.ikea.com/sa/en/p/pax-forsand-wardrobe-white-white-s29478082/,"SR2,985"
135,70418170,PRÄSTHOLM,Outdoor furniture,https://www.ikea.com/sa/en/p/praestholm-bench-with-backrest-outdoor-grey-70418170/,SR835
136,80299874,BESTÅ,TV & media furniture,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-80299874/,SR845
137,20399777,NISSAFORS,Trolleys,https://www.ikea.com/sa/en/p/nissafors-trolley-black-20399777/,SR105
138,90219829,BEKVÄM,Chairs,https://www.ikea.com/sa/en/p/bekvaem-stepladder-3-steps-black-90219829/,SR275
139,40481120,KOPPANG,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/koppang-chest-of-5-drawers-black-brown-40481120/,SR875
140,40520008,TROFAST,Nursery furniture,https://www.ikea.com/sa/en/p/trofast-storage-tray-with-compartments-turquoise-40520008/,SR20
141,10496137,VIMLE,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/vimle-cover-for-1-seat-section-hallarp-beige-10496137/,SR395
142,30115066,NISSE,Dining furniture,https://www.ikea.com/sa/en/p/nisse-folding-chair-black-30115066/,SR79
143,40333969,EKET,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/eket-cabinet-with-3-drawers-white-40333969/,SR779
144,30459997,MITTBACK,Tables & desks,https://www.ikea.com/sa/en/p/mittback-trestle-birch-30459997/,SR185
145,80486205,BERGMUND,Dining furniture,https://www.ikea.com/sa/en/p/bergmund-chair-cover-hallarp-beige-80486205/,SR90
146,70280686,SVALSTA,Tables & desks,https://www.ikea.com/sa/en/p/svalsta-nest-of-tables-set-of-2-white-stain-70280686/,SR579
147,60365346,MAMMUT,Outdoor furniture,https://www.ikea.com/sa/en/p/mammut-childrens-chair-in-outdoor-blue-60365346/,SR79
148,60483255,VIHALS,Wardrobes,https://www.ikea.com/sa/en/p/vihals-wardrobe-with-2-doors-white-60483255/,"SR1,495"
149,10520873,SPIKSMED,Cabinets & cupboards,https://www.ikea.com/sa/en/p/spiksmed-cabinet-light-grey-10520873/,SR329
150,80285155,LAPPLAND,TV & media furniture,https://www.ikea.com/sa/en/p/lappland-tv-storage-unit-white-80285155/,SR999
151,496350,BAGGEBO,TV & media furniture,https://www.ikea.com/sa/en/p/baggebo-tv-bench-white-00496350/,SR159
152,262879,EKERÖ,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/ekeroe-armchair-skiftebo-yellow-00262879/,SR995
153,30483799,ALEX,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/alex-drawer-unit-grey-turquoise-30483799/,SR645
154,30503354,NÄMMARÖ,Outdoor furniture,https://www.ikea.com/sa/en/p/naemmaroe-sun-lounger-outdoor-light-brown-stained-30503354/,SR595
155,70479168,SKYDRAG,Wardrobes,https://www.ikea.com/sa/en/p/skydrag-led-wrktp-ward-lghtng-strp-w-sensor-dimmable-anthracite-70479168/,SR89
156,90496384,IDÅSEN,Dining furniture,https://www.ikea.com/sa/en/p/idasen-cabinet-with-sliding-glass-doors-dark-grey-90496384/,"SR1,845"
157,30091452,TROFAST,Nursery furniture,https://www.ikea.com/sa/en/p/trofast-frame-white-30091452/,0
158,568728,DANDERYD,Dining furniture,https://www.ikea.com/sa/en/p/danderyd-dining-table-white-00568728/,SR799
159,407274,HAUGA,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/hauga-chest-of-3-drawers-white-00407274/,SR595
160,70103250,INGOLF,Dining furniture,https://www.ikea.com/sa/en/p/ingolf-chair-white-70103250/,SR299
161,90531957,NISSAFORS,Trolleys,https://www.ikea.com/sa/en/p/nissafors-trolley-pale-green-90531957/,SR105
162,40233535,NOLMYRA,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/nolmyra-easy-chair-black-black-40233535/,SR249
163,20523611,OSKARSHAMN,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/oskarshamn-wing-chair-tibbleby-beige-grey-20523611/,"SR1,695"
164,60458835,IDANÄS,Wardrobes,https://www.ikea.com/sa/en/p/idanaes-wardrobe-white-60458835/,"SR1,995"
165,80521242,BALTSAR,Dining furniture,https://www.ikea.com/sa/en/p/baltsar-swivel-chair-black-80521242/,SR699
166,30489230,TONSTAD,Dining furniture,https://www.ikea.com/sa/en/p/tonstad-cabinet-with-sliding-doors-brown-stained-oak-veneer-30489230/,SR995
167,30446354,HAUGA,Beds,https://www.ikea.com/sa/en/p/hauga-upholstered-bed-frame-vissle-grey-30446354/,"SR1,195"
168,80153800,TROFAST,Nursery furniture,https://www.ikea.com/sa/en/p/trofast-frame-white-80153800/,0
169,40419982,ALEFJÄLL,Chairs,https://www.ikea.com/sa/en/p/alefjaell-office-chair-grann-golden-brown-40419982/,"SR1,545"
170,80507632,UPPSPEL,Gaming furniture,https://www.ikea.com/sa/en/p/uppspel-drawer-unit-on-castors-black-80507632/,SR545
171,20522032,STYRSPEL,Gaming furniture,https://www.ikea.com/sa/en/p/styrspel-gaming-chair-dark-grey-grey-20522032/,"SR1,395"
172,30330947,PLATSA,Cabinets & cupboards,https://www.ikea.com/sa/en/p/platsa-frame-white-30330947/,SR300
173,60239715,STOCKHOLM,TV & media furniture,https://www.ikea.com/sa/en/p/stockholm-tv-bench-walnut-veneer-60239715/,"SR2,295"
174,70503738,VINGSÖN,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/vingsoen-wing-chair-in-outdoor-grey-70503738/,"SR1,295"
175,50544787,VRETSTORP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/vretstorp-cover-for-3-seat-sofa-bed-hakebo-dark-grey-50544787/,SR495
176,10504806,GAMMALBYN,Sofas,https://www.ikea.com/sa/en/p/gammalbyn-2-seat-sofa-beige-10504806/,"SR1,995"
177,40477948,REMSTA,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/remsta-armchair-hakebo-beige-40477948/,SR895
178,90348063,SMARRA,Cabinets & cupboards,https://www.ikea.com/sa/en/p/smarra-box-with-lid-natural-90348063/,SR89
179,10360134,KALLAX,"Sideboards, buffets & console tables",https://www.ikea.com/sa/en/p/kallax-shelving-unit-walnut-effect-light-grey-10360134/,SR549
180,90499066,ANGERSBY,Sofas,https://www.ikea.com/sa/en/p/angersby-3-seat-sofa-knisa-light-grey-90499066/,"SR1,799"
181,50180027,MICKE,Tables & desks,https://www.ikea.com/sa/en/p/micke-add-on-unit-high-black-brown-50180027/,SR250
182,20458823,IDANÄS,Dining furniture,https://www.ikea.com/sa/en/p/idanaes-cabinet-with-bi-folding-doors-white-20458823/,"SR1,595"
183,10496095,VIMLE,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/vimle-cover-for-3-seat-section-saxemara-black-blue-10496095/,SR545
184,492795,LÄRANDE,Tables & desks,https://www.ikea.com/sa/en/p/laerande-desk-with-pull-out-storage-unit-white-00492795/,SR795
185,80472492,MULLFJÄLLET,Chairs,https://www.ikea.com/sa/en/p/mullfjaellet-conference-chair-with-castors-naggen-dark-grey-80472492/,SR845
186,495812,VIMLE,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/vimle-cover-for-chaise-longue-section-gunnared-beige-00495812/,SR545
187,537850,TORPARÖ,Dining furniture,https://www.ikea.com/sa/en/p/torparoe-chair-in-outdoor-foldable-white-grey-00537850/,SR95
188,70529465,PINNTORP,Dining furniture,https://www.ikea.com/sa/en/p/pinntorp-gateleg-table-light-brown-stained-white-stained-70529465/,SR849
189,80396813,GRÖNLID,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/groenlid-cover-for-corner-section-ljungen-medium-grey-80396813/,SR400
190,20391658,TORNVIKEN,Trolleys,https://www.ikea.com/sa/en/p/tornviken-kitchen-island-grey-oak-20391658/,"SR1,495"
191,50454507,RÅVAROR,Bookcases & shelving units,https://www.ikea.com/sa/en/p/ravaror-shelving-unit-on-castors-oak-veneer-50454507/,SR545
192,20503547,SKRUVBY,Cabinets & cupboards,https://www.ikea.com/sa/en/p/skruvby-cabinet-with-doors-white-20503547/,SR525
193,30498890,LACK,TV & media furniture,https://www.ikea.com/sa/en/p/lack-tv-bench-white-30498890/,SR279
194,10269696,SUNDVIK,Nursery furniture,https://www.ikea.com/sa/en/p/sundvik-wardrobe-white-10269696/,"SR1,425"
195,20463056,RÅSHULT,Trolleys,https://www.ikea.com/sa/en/p/rashult-trolley-white-20463056/,SR149
196,70526532,ÖSTANÖ,Dining furniture,https://www.ikea.com/sa/en/p/oestanoe-chair-red-brown-remmarn-red-brown-70526532/,SR79
197,90299449,TUFFING,Beds,https://www.ikea.com/sa/en/p/tuffing-loft-bed-frame-dark-grey-90299449/,SR745
198,50489012,GLOSTAD,Sofas,https://www.ikea.com/sa/en/p/glostad-2-seat-sofa-knisa-dark-grey-50489012/,SR699
199,501158,GRÖNLID,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/groenlid-cover-for-footstool-with-storage-ljungen-light-green-00501158/,SR250
200,30333286,BROR,Bookcases & shelving units,https://www.ikea.com/sa/en/p/bror-work-bench-black-pine-plywood-30333286/,SR845
201,70515468,GRÅSALA,Dining furniture,https://www.ikea.com/sa/en/p/grasala-chair-grey-70515468/,SR125
