,item_id,name,category,link,price
384,9259702,LISABO / ODGER,Chairs,https://www.ikea.com/sa/en/p/lisabo-odger-table-and-4-chairs-black-beige-s09259702/,1875.0
385,70294339,LISABO,Tables & desks,https://www.ikea.com/sa/en/p/lisabo-table-ash-veneer-70294339/,695.0
386,10461010,BORTBERG,Chairs,https://www.ikea.com/sa/en/p/bortberg-lumbar-cushion-black-10461010/,49.0
387,70292397,LANDSKRONA,Sofas & armchairs,https://www.ikea.com/sa/en/p/landskrona-leg-wood-70292397/,100.0
388,50357785,UTTER,Chairs,https://www.ikea.com/sa/en/p/utter-childrens-stool-in-outdoor-white-50357785/,25.0
389,90338403,LÖVA,Beds,https://www.ikea.com/sa/en/p/loeva-bed-canopy-green-90338403/,55.0
390,49103247,LISABO / JANINGE,Chairs,https://www.ikea.com/sa/en/p/lisabo-janinge-table-and-4-chairs-ash-veneer-white-s49103247/,1595.0
391,20368714,NORDVIKEN,Tables & desks,https://www.ikea.com/sa/en/p/nordviken-extendable-table-black-20368714/,1495.0
392,50323597,BILLSBRO,TV & media furniture,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-50323597/,35.0
393,59161492,MÖCKELBY / NORRARYD,Chairs,https://www.ikea.com/sa/en/p/moeckelby-norraryd-table-and-6-chairs-oak-black-s59161492/,4055.0
394,50223625,HEMNES,Chairs,https://www.ikea.com/sa/en/p/hemnes-bench-white-50223625/,395.0
395,69161482,IKEA PS 2012 / JANINGE,Tables & desks,https://www.ikea.com/sa/en/p/ikea-ps-2012-janinge-table-and-4-chairs-bamboo-white-s69161482/,1795.0
396,90400517,EKEDALEN,Tables & desks,https://www.ikea.com/sa/en/p/ekedalen-bar-table-dark-brown-90400517/,796.0
397,10424353,VIMUND,Children's furniture,https://www.ikea.com/sa/en/p/vimund-childrens-desk-chair-light-pink-10424353/,299.0
398,20320128,FLEKKE,Sofas & armchairs,https://www.ikea.com/sa/en/p/flekke-day-bed-frame-with-2-drawers-black-brown-20320128/,1495.0
399,20396420,FJÄLLBERGET,Chairs,https://www.ikea.com/sa/en/p/fjaellberget-conference-chair-with-castors-black-stained-ash-veneer-gunnared-dark-grey-20396420/,995.0
400,40296311,SINDVIK,Cabinets & cupboards,https://www.ikea.com/sa/en/p/sindvik-glass-door-black-brown-clear-glass-40296311/,125.0
401,20463056,RÅSHULT,Trolleys,https://www.ikea.com/sa/en/p/rashult-trolley-white-20463056/,125.0
402,70228325,RESÖ,Children's furniture,https://www.ikea.com/sa/en/p/resoe-childrens-picnic-table-grey-brown-stained-grey-brown-70228325/,205.0
403,70323600,BILLSBRO,Bookcases & shelving units,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-70323600/,19.0
404,89931560,HEMNES,Beds,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/,675.0
405,80270125,LÖVBACKEN,Tables & desks,https://www.ikea.com/sa/en/p/loevbacken-side-table-medium-brown-80270125/,299.0
406,9061169,BEKANT,Tables & desks,https://www.ikea.com/sa/en/p/bekant-corner-desk-right-sit-stand-white-s09061169/,2875.0
407,289322,STOCKSUND,Sofas & armchairs,https://www.ikea.com/sa/en/p/stocksund-legs-for-armchair-sofas-light-brown-00289322/,100.0
408,30425988,KALLVIKEN,Bookcases & shelving units,https://www.ikea.com/sa/en/p/kallviken-drawer-front-dark-grey-concrete-effect-30425988/,95.0
409,87749600,OBSERVATÖR,Bookcases & shelving units,https://www.ikea.com/sa/en/p/observatoer-cross-brace-galvanised-87749600/,5.0
410,40291851,HANVIKEN,Cabinets & cupboards,https://www.ikea.com/sa/en/p/hanviken-drawer-front-white-40291851/,50.0
411,60400745,YNGVAR,Chairs,https://www.ikea.com/sa/en/p/yngvar-bar-stool-anthracite-60400745/,475.0
412,99157983,NESTTUN,Beds,https://www.ikea.com/sa/en/p/nesttun-bed-frame-white-s99157983/,595.0
413,296313,SINDVIK,Cabinets & cupboards,https://www.ikea.com/sa/en/p/sindvik-glass-door-black-brown-clear-glass-00296313/,150.0
414,59253439,FRÖSÖN/DUVHOLMEN,Outdoor furniture,https://www.ikea.com/sa/en/p/froesoen-duvholmen-chair-cushion-outdoor-beige-s59253439/,59.0
415,30425988,KALLVIKEN,TV & media furniture,https://www.ikea.com/sa/en/p/kallviken-drawer-front-dark-grey-concrete-effect-30425988/,95.0
416,99323925,STENSELE,Tables & desks,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s99323925/,550.0
417,99011764,MELLTORP / MARIUS,Tables & desks,https://www.ikea.com/sa/en/p/melltorp-marius-table-and-2-stools-white-black-s99011764/,149.0
418,418376,LIDKULLEN,Chairs,https://www.ikea.com/sa/en/p/lidkullen-active-sit-stand-support-gunnared-beige-00418376/,350.0
419,9288224,STENSELE,Tables & desks,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s09288224/,550.0
420,60384335,SAKARIAS,Chairs,https://www.ikea.com/sa/en/p/sakarias-cover-for-chair-with-armrests-sporda-dark-grey-60384335/,95.0
421,50461230,SMÅGÖRA,Beds,https://www.ikea.com/sa/en/p/smagoera-cot-white-50461230/,595.0
422,80339790,HACKÅS,Cabinets & cupboards,https://www.ikea.com/sa/en/p/hackas-knob-anthracite-80339790/,17.0
423,333278,BROR,Bookcases & shelving units,https://www.ikea.com/sa/en/p/bror-post-black-00333278/,90.0
424,80278273,HILVER,Tables & desks,https://www.ikea.com/sa/en/p/hilver-leg-cone-shaped-bamboo-80278273/,100.0
425,9187809,ELVARLI,Wardrobes,https://www.ikea.com/sa/en/p/elvarli-3-sections-white-s09187809/,3913.0
426,60131734,GLENN,Bar furniture,https://www.ikea.com/sa/en/p/glenn-bar-stool-white-chrome-plated-60131734/,SR499
427,60261037,ARKELSTORP,Tables & desks,https://www.ikea.com/sa/en/p/arkelstorp-desk-black-60261037/,"SR1,295"
428,70263856,BILLY,Bookcases & shelving units,https://www.ikea.com/sa/en/p/billy-height-extension-unit-black-brown-70263856/,SR159
429,50452297,HEMNES,Cabinets & cupboards,https://www.ikea.com/sa/en/p/hemnes-glass-door-cabinet-with-3-drawers-black-brown-light-brown-50452297/,"SR1,945"
430,519506,KIVIK,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/kivik-footstool-grann-bomstad-black-00519506/,"SR1,695"
431,40511080,NORRMANSÖ,Dining furniture,https://www.ikea.com/sa/en/p/norrmansoe-chair-outdoor-in-outdoor-beige-acacia-40511080/,SR365
432,50423573,VEDBO,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/vedbo-armchair-gunnared-blue-50423573/,"SR1,095"
433,30292323,TOSTERÖ,Outdoor furniture,https://www.ikea.com/sa/en/p/tosteroe-cover-for-furniture-set-dining-set-black-30292323/,SR269
434,60415054,HAUGA,Bookcases & shelving units,https://www.ikea.com/sa/en/p/hauga-high-cabinet-with-2-doors-grey-60415054/,SR945
435,60453767,RAKKESTAD,Wardrobes,https://www.ikea.com/sa/en/p/rakkestad-wardrobe-with-sliding-doors-black-brown-60453767/,SR895
436,80369112,NORDVIKEN,Dining furniture,https://www.ikea.com/sa/en/p/nordviken-bar-stool-with-backrest-black-80369112/,SR449
437,526903,KIVIK,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/kivik-cover-for-footstool-with-storage-tibbleby-beige-grey-00526903/,SR200
438,60526085,STYRSPEL,Gaming furniture,https://www.ikea.com/sa/en/p/styrspel-gaming-chair-grey-red-60526085/,"SR1,395"
439,70519027,SÖDERHAMN,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/soederhamn-cover-for-armrest-tonerud-grey-70519027/,SR60
440,60439776,BRUSALI,TV & media furniture,https://www.ikea.com/sa/en/p/brusali-tv-bench-brown-60439776/,SR545
441,30428920,EKET,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/eket-cabinet-with-2-drawers-dark-grey-30428920/,SR275
442,40351246,BESTÅ,Cabinets & cupboards,https://www.ikea.com/sa/en/p/besta-drawer-frame-black-brown-40351246/,SR100
443,10494020,SUNDVIK,Children's furniture,https://www.ikea.com/sa/en/p/sundvik-childrens-chair-grey-10494020/,SR145
444,80425641,FRÖSET,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/froeset-easy-chair-white-stained-oak-veneer-80425641/,SR595
445,60400745,YNGVAR,Dining furniture,https://www.ikea.com/sa/en/p/yngvar-bar-stool-anthracite-60400745/,SR649
446,30533501,EKENÄSET,Sofas,https://www.ikea.com/sa/en/p/ekenaeset-2-seat-sofa-kilanda-light-beige-30533501/,"SR1,495"
447,10533535,EKENÄSET,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/ekenaeset-bench-jonsbyn-black-10533535/,"SR1,195"
448,472622,VRETSTORP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/vretstorp-cover-for-3-seat-sofa-bed-remmarn-light-grey-00472622/,SR895
449,10543049,SPINNROCK,Cabinets & cupboards,https://www.ikea.com/sa/en/p/spinnrock-box-with-compartments-white-10543049/,SR25
450,20371764,HEMNES,Bookcases & shelving units,https://www.ikea.com/sa/en/p/hemnes-bookcase-black-brown-20371764/,"SR1,249"
451,30365159,GALANT,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/galant-drawer-unit-black-stained-ash-veneer-30365159/,"SR2,295"
452,70483429,ALEX,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/alex-drawer-unit-on-castors-black-brown-70483429/,SR749
453,60403602,MALM,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/malm-chest-of-6-drawers-white-60403602/,SR829
454,547062,MÅNHULT,Dining furniture,https://www.ikea.com/sa/en/p/manhult-chair-black-hakebo-yellow-brown-00547062/,SR229
455,50078464,PELLO,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/pello-armchair-holmby-natural-50078464/,SR299
456,565211,EKTORP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/ektorp-cover-for-3-seat-sofa-hakebo-grey-green-00565211/,SR395
457,60490449,GLADSTAD,Beds,https://www.ikea.com/sa/en/p/gladstad-upholstered-bed-frame-kabusa-light-grey-60490449/,"SR1,245"
458,80507608,MATCHSPEL,Gaming furniture,https://www.ikea.com/sa/en/p/matchspel-gaming-chair-bomstad-black-80507608/,SR995
459,90214308,MICKE,Tables & desks,https://www.ikea.com/sa/en/p/micke-desk-white-90214308/,SR699
460,70528965,JÄTTEBO,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/jaettebo-cover-1-seat-module-with-storage-tonerud-grey-70528965/,SR145
461,10526969,KIVIK,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/kivik-cover-two-seat-sofa-kelinge-grey-turquoise-10526969/,SR495
462,20522027,STYRSPEL,Gaming furniture,https://www.ikea.com/sa/en/p/styrspel-gaming-chair-purple-black-20522027/,"SR1,395"
463,40401901,NORDLI,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/nordli-modular-chest-of-drawers-white-40401901/,SR375
464,497255,BACKSÄLEN,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/backsaelen-cover-for-3-seat-sofa-hallarp-grey-00497255/,SR845
465,40469019,FEJAN,Outdoor furniture,https://www.ikea.com/sa/en/p/fejan-table-outdoor-white-40469019/,SR75
466,20506145,KURA,Beds,https://www.ikea.com/sa/en/p/kura-bed-curtain-market-stall-pattern-20506145/,SR125
467,500804,GRÖNLID,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/groenlid-cover-for-armrest-ljungen-light-green-00500804/,SR190
468,60456916,HAUGA,Wardrobes,https://www.ikea.com/sa/en/p/hauga-wardrobe-with-sliding-doors-white-60456916/,"SR1,395"
469,70507779,UPPSPEL,Gaming furniture,https://www.ikea.com/sa/en/p/uppspel-4-piece-pegboard-accessories-set-dark-grey-70507779/,SR59
470,10363632,HÄLLAN,Cabinets & cupboards,https://www.ikea.com/sa/en/p/haellan-pair-of-legs-white-10363632/,SR65
471,90360093,STÖTTA,Wardrobes,https://www.ikea.com/sa/en/p/stoetta-led-cabinet-lighting-strip-w-sensor-battery-operated-white-90360093/,SR99
472,80400075,SVENSHULT,Bookcases & shelving units,https://www.ikea.com/sa/en/p/svenshult-wall-shelf-with-storage-brown-red-white-stained-oak-effect-80400075/,SR179
473,40450072,HAUGA,Beds,https://www.ikea.com/sa/en/p/hauga-upholstered-bed-frame-vissle-grey-40450072/,SR895
474,80490113,VIHALS,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/vihals-chest-of-6-drawers-white-anchor-unlock-function-80490113/,SR995
475,360587,MUSKAN,Dining furniture,https://www.ikea.com/sa/en/p/muskan-storage-stool-white-00360587/,SR245
476,90522769,STRANDÖN,Outdoor furniture,https://www.ikea.com/sa/en/p/strandoen-beach-chair-white-green-blue-90522769/,SR95
477,530085,TROFAST,Nursery furniture,https://www.ikea.com/sa/en/p/trofast-mesh-storage-box-light-red-00530085/,SR35
478,90518574,TROFAST,Nursery furniture,https://www.ikea.com/sa/en/p/trofast-mesh-storage-box-light-green-grey-90518574/,SR35
479,80249493,MALM,Beds,https://www.ikea.com/sa/en/p/malm-bed-frame-high-black-brown-80249493/,SR695
480,527506,KIVIK,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/kivik-cover-for-chaise-longue-tresund-anthracite-00527506/,SR595
481,80334924,KUNGSFORS,Trolleys,https://www.ikea.com/sa/en/p/kungsfors-kitchen-trolley-stainless-steel-80334924/,SR775
482,70472614,VRETSTORP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/vretstorp-cover-for-3-seat-sofa-bed-totebo-dark-turquoise-70472614/,SR695
483,90493955,TORALD,Tables & desks,https://www.ikea.com/sa/en/p/torald-desk-white-90493955/,SR149
484,473546,ALEX,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/alex-drawer-unit-white-00473546/,SR645
485,40415045,HAUGA,TV & media furniture,https://www.ikea.com/sa/en/p/hauga-tv-bench-grey-40415045/,SR895
486,90458947,IDANÄS,Beds,https://www.ikea.com/sa/en/p/idanaes-upholstered-bed-frame-gunnared-dark-grey-90458947/,"SR1,695"
487,20244747,MICKE,Children's furniture,https://www.ikea.com/sa/en/p/micke-desk-black-brown-20244747/,SR349
488,60465218,VIMLE,Sofas,https://www.ikea.com/sa/en/p/vimle-1-seat-section-grann-bomstad-black-60465218/,"SR1,545"
489,60372276,HEMNES,Beds,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-grey-60372276/,"SR2,445"
490,40493825,PÄRUP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/paerup-cover-for-3-seat-sofa-gunnared-dark-grey-40493825/,SR795
491,20307037,GULLIVER,Nursery furniture,https://www.ikea.com/sa/en/p/gulliver-changing-table-white-20307037/,SR795
492,40201916,STENSTORP,Trolleys,https://www.ikea.com/sa/en/p/stenstorp-kitchen-trolley-white-oak-40201916/,"SR1,245"
493,90520869,SPIKSMED,TV & media furniture,https://www.ikea.com/sa/en/p/spiksmed-tv-bench-light-grey-90520869/,SR299
494,20359984,TYSSEDAL,Tables & desks,https://www.ikea.com/sa/en/p/tyssedal-dressing-table-white-20359984/,SR995
495,20506225,ÄPPLARYD,Sofas,https://www.ikea.com/sa/en/p/aepplaryd-2-seat-sofa-lejde-grey-black-20506225/,"SR3,495"
496,60496031,IDANÄS,Cabinets & cupboards,https://www.ikea.com/sa/en/p/idanaes-cabinet-with-bi-folded-glass-doors-dark-brown-stained-60496031/,"SR2,495"
497,496388,IDÅSEN,Cabinets & cupboards,https://www.ikea.com/sa/en/p/idasen-high-cabinet-with-drawer-and-doors-dark-grey-00496388/,"SR1,195"
498,20512245,LINANÄS,Sofas,https://www.ikea.com/sa/en/p/linanaes-3-seat-sofa-vissle-dark-grey-20512245/,"SR1,295"
499,20472206,EKTORP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/ektorp-cover-for-footstool-hallarp-grey-20472206/,SR299
500,20506268,ÄPPLARYD,Sofas,https://www.ikea.com/sa/en/p/aepplaryd-chaise-longue-section-lejde-light-grey-20506268/,"SR1,995"
501,340759,EKEDALEN,Bar furniture,https://www.ikea.com/sa/en/p/ekedalen-bar-table-white-00340759/,"SR1,395"
502,50519066,SÖDERHAMN,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/soederhamn-cover-for-1-seat-section-gransel-natural-50519066/,SR495
503,20528996,JÄTTEBO,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/jaettebo-cover-1-seat-module-with-storage-samsala-grey-beige-20528996/,SR220
504,90539576,FJÄLLBO,Tables & desks,https://www.ikea.com/sa/en/p/fjaellbo-storage-table-black-90539576/,SR599
505,80512898,RÖNNINGE,Bar furniture,https://www.ikea.com/sa/en/p/roenninge-bar-stool-black-80512898/,SR379
506,50533500,EKENÄSET,Sofas,https://www.ikea.com/sa/en/p/ekenaeset-2-seat-sofa-kelinge-grey-turquoise-50533500/,"SR1,895"
507,90495695,KALLAX,Bookcases & shelving units,https://www.ikea.com/sa/en/p/kallax-insert-with-compartments-white-90495695/,SR79
508,60487197,MYRVARV,Wardrobes,https://www.ikea.com/sa/en/p/myrvarv-led-lighting-strip-flexible-dimmable-60487197/,SR159
509,30495599,KALLAX,Bookcases & shelving units,https://www.ikea.com/sa/en/p/kallax-underframe-black-30495599/,SR80
510,90458810,IDANÄS,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/idanaes-bedside-table-white-90458810/,SR545
511,20206806,IKEA PS 2012,Dining furniture,https://www.ikea.com/sa/en/p/ikea-ps-2012-drop-leaf-table-bamboo-white-20206806/,SR795
512,10489033,FLINTAN,Chairs,https://www.ikea.com/sa/en/p/flintan-pair-of-armrests-black-10489033/,SR60
513,494394,IVAR,Cabinets & cupboards,https://www.ikea.com/sa/en/p/ivar-cabinet-with-sliding-doors-pine-00494394/,SR345
514,80449901,LACK,Tables & desks,https://www.ikea.com/sa/en/p/lack-coffee-table-white-80449901/,SR199
515,40504254,HÅVERUD,Dining furniture,https://www.ikea.com/sa/en/p/haverud-table-with-storage-ladder-black-40504254/,SR595
516,30562715,HELMER,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/helmer-drawer-unit-on-castors-blue-30562715/,SR265
517,50454036,SMÅSTAD,Beds,https://www.ikea.com/sa/en/p/smastad-loft-bed-frame-w-desk-and-storage-white-50454036/,"SR2,595"
518,90246291,INGATORP,Dining furniture,https://www.ikea.com/sa/en/p/ingatorp-chair-with-armrests-white-nordvalla-beige-90246291/,SR595
519,40516836,TVÄRDRAG,Wardrobes,https://www.ikea.com/sa/en/p/tvaerdrag-cabinet-lighting-black-dimmable-40516836/,SR105
520,60454489,SÖDERHAMN,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/soederhamn-cover-for-chaise-longue-viarp-beige-brown-60454489/,SR795
521,40459666,IDANÄS,Beds,https://www.ikea.com/sa/en/p/idanaes-bed-frame-with-storage-dark-brown-stained-40459666/,"SR1,695"
522,10481843,BONDHOLMEN,Outdoor furniture,https://www.ikea.com/sa/en/p/bondholmen-reclining-chair-outdoor-grey-10481843/,SR425
523,20293714,TYSSEDAL,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/tyssedal-chest-of-6-drawers-white-20293714/,"SR1,695"
524,50309577,STUK,Beds,https://www.ikea.com/sa/en/p/stuk-storage-case-white-grey-50309577/,SR59
525,60519004,SÖDERHAMN,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/soederhamn-cover-for-chaise-longue-fridtuna-light-beige-60519004/,SR720
526,40392459,HEMNES,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/hemnes-bedside-table-grey-stained-40392459/,SR395
527,450088,LACK,TV & media furniture,https://www.ikea.com/sa/en/p/lack-tv-bench-white-00450088/,SR89
528,442654,EKOLSUND,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/ekolsund-cover-for-recliner-gunnared-dark-grey-00442654/,SR395
529,50531983,SKRUVBY,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/skruvby-side-table-black-blue-50531983/,SR199
530,30474752,TROTTEN,Tables & desks,https://www.ikea.com/sa/en/p/trotten-underframe-for-table-top-white-30474752/,SR320
531,10500002,IDANÄS,Tables & desks,https://www.ikea.com/sa/en/p/idanaes-coffee-table-dark-brown-stained-10500002/,SR845
532,10388661,HAVSTA,Cabinets & cupboards,https://www.ikea.com/sa/en/p/havsta-plinth-white-10388661/,SR130
533,10469186,ANGERSBY,Sofas,https://www.ikea.com/sa/en/p/angersby-2-seat-sofa-knisa-light-grey-10469186/,"SR1,295"
534,10492813,STRANDMON,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/strandmon-wing-chair-kelinge-beige-10492813/,"SR1,299"
535,20510307,NÄMMARÖ,Outdoor furniture,https://www.ikea.com/sa/en/p/naemmaroe-table-outdoor-light-brown-stained-20510307/,SR585
536,50388664,HAVSTA,Cabinets & cupboards,https://www.ikea.com/sa/en/p/havsta-plinth-white-50388664/,SR170
537,60459236,HAUGA,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/hauga-chest-of-6-drawers-grey-60459236/,"SR1,095"
538,20089242,TROFAST,Nursery furniture,https://www.ikea.com/sa/en/p/trofast-storage-box-white-20089242/,SR30
539,10411440,TOSTERÖ,Outdoor furniture,https://www.ikea.com/sa/en/p/tosteroe-storage-box-outdoor-black-10411440/,SR239
540,50295472,RÅDVIKEN,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/radviken-armchair-dark-brown-black-50295472/,SR845
541,10507584,GRUPPSPEL,Gaming furniture,https://www.ikea.com/sa/en/p/gruppspel-gaming-chair-gunnared-black-grey-10507584/,"SR1,275"
542,60493546,RENBERGET,Chairs,https://www.ikea.com/sa/en/p/renberget-swivel-chair-bomstad-black-60493546/,SR395
543,20262878,EKERÖ,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/ekeroe-armchair-skiftebo-dark-blue-20262878/,SR995
544,50563752,ALEX,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/alex-storage-unit-white-50563752/,SR345
545,10507621,UTESPELARE,Gaming furniture,https://www.ikea.com/sa/en/p/utespelare-gaming-chair-bomstad-grey-10507621/,SR595
546,40393661,KULLEN,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/kullen-chest-of-5-drawers-black-brown-40393661/,SR395
547,50573949,HEMNES,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/hemnes-bedside-table-blue-stain-50573949/,SR375
548,40211637,VÄSMAN,Outdoor furniture,https://www.ikea.com/sa/en/p/vaesman-chair-with-armrests-outdoor-black-40211637/,SR195
549,90428842,EKET,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/eket-cabinet-white-stained-oak-effect-90428842/,SR125
550,50521682,OSKARSHAMN,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/oskarshamn-wing-chair-tonerud-red-50521682/,"SR1,795"
551,20545180,VRETSTORP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/vretstorp-cover-for-3-seat-sofa-bed-kilanda-dark-blue-20545180/,SR595
552,80420629,BONDHOLMEN,Outdoor furniture,https://www.ikea.com/sa/en/p/bondholmen-chair-with-armrests-outdoor-grey-80420629/,SR495
553,80504515,NODELAND,Tables & desks,https://www.ikea.com/sa/en/p/nodeland-coffee-table-white-80504515/,SR179
554,90339290,FJÄLLBO,TV & media furniture,https://www.ikea.com/sa/en/p/fjaellbo-tv-bench-black-90339290/,SR749
555,70519032,SÖDERHAMN,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/soederhamn-cover-for-1-seat-section-tonerud-grey-70519032/,SR295
556,20554382,HOLMSJÖ,Dining furniture,https://www.ikea.com/sa/en/p/holmsjoe-stool-beech-jonsbyn-black-20554382/,SR195
557,30456908,HAUGA,"Sideboards, buffets & console tables",https://www.ikea.com/sa/en/p/hauga-sideboard-grey-30456908/,"SR1,395"
558,30498946,GROERYD,Trolleys,https://www.ikea.com/sa/en/p/groeryd-trolley-bronze-colour-30498946/,SR849
559,396416,MILSBO,Cabinets & cupboards,https://www.ikea.com/sa/en/p/milsbo-glass-door-cabinet-white-00396416/,"SR1,395"
560,80554077,ÅKERBRUK,Bookcases & shelving units,https://www.ikea.com/sa/en/p/akerbruk-wall-organiser-w-hooks-80554077/,SR45
561,60472191,EKTORP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/ektorp-cover-for-footstool-remmarn-light-grey-60472191/,SR229
562,80299888,BESTÅ,TV & media furniture,https://www.ikea.com/sa/en/p/besta-tv-bench-grey-stained-walnut-effect-80299888/,SR645
563,10481051,BERGMUND,Dining furniture,https://www.ikea.com/sa/en/p/bergmund-chair-cover-gunnared-medium-grey-10481051/,SR90
564,530976,OLAUS,Wardrobes,https://www.ikea.com/sa/en/p/olaus-shelving-unit-with-clothes-rail-galvanised-00530976/,SR495
565,50497192,TILLSLAG,Tables & desks,https://www.ikea.com/sa/en/p/tillslag-trestle-white-metal-50497192/,SR145
566,70465369,VIMLE,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/vimle-armrest-grann-bomstad-black-70465369/,SR650
567,512897,RÖNNINGE,Bar furniture,https://www.ikea.com/sa/en/p/roenninge-bar-stool-black-00512897/,SR399
568,50421244,RAMSHULT,Bookcases & shelving units,https://www.ikea.com/sa/en/p/ramshult-bracket-black-50421244/,SR35
569,249487,MALM,Beds,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-00249487/,SR695
570,95685100,TROFAST,Nursery furniture,https://www.ikea.com/sa/en/p/trofast-storage-box-white-95685100/,SR25
571,90512242,LINANÄS,Sofas,https://www.ikea.com/sa/en/p/linanaes-3-seat-sofa-with-chaise-longue-vissle-dark-grey-90512242/,"SR1,995"
572,90510851,EKET,Cabinets & cupboards,https://www.ikea.com/sa/en/p/eket-cabinet-light-green-90510851/,SR139
573,30503580,VARBY,Bookcases & shelving units,https://www.ikea.com/sa/en/p/varby-corner-shelf-unit-white-30503580/,SR345
574,90471086,GRUVBYN,Dining furniture,https://www.ikea.com/sa/en/p/gruvbyn-chair-brown-nordvalla-dark-grey-90471086/,SR599
575,10565277,EKTORP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/ektorp-cover-for-2-seat-sofa-hakebo-grey-green-10565277/,SR345
576,10565215,EKTORP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/ektorp-cover-for-3-seat-sofa-kilanda-dark-blue-10565215/,SR495
577,479690,LYCKSELE,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/lycksele-cover-for-2-seat-sofa-bed-tutstad-multicolour-00479690/,SR300
578,20488504,HYLLIS,Bookcases & shelving units,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-in-outdoor-20488504/,SR99
579,80474066,BESTÅ,TV & media furniture,https://www.ikea.com/sa/en/p/besta-tv-bench-grey-stained-walnut-effect-80474066/,SR700
580,50219044,FREDDE,Gaming furniture,https://www.ikea.com/sa/en/p/fredde-gaming-desk-black-50219044/,"SR1,295"
581,40493986,PÄRUP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/paerup-cover-for-3-seat-sofa-with-chaise-longue-vissle-dark-green-40493986/,SR895
582,565268,EKTORP,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/ektorp-cover-for-3-seat-sofa-karlshov-beige-multicolour-00565268/,SR695
583,90280100,MELLTORP,Dining furniture,https://www.ikea.com/sa/en/p/melltorp-underframe-white-90280100/,SR139
584,80569234,HATTÅSEN,Chests of drawers & drawer units,https://www.ikea.com/sa/en/p/hattasen-bedside-table-shelf-unit-white-80569234/,SR125
585,10497231,BACKSÄLEN,Armchairs & chaise longues,https://www.ikea.com/sa/en/p/backsaelen-cover-for-1-5-seat-armchair-katorp-natural-10497231/,SR745
